price,meters,rooms,Fix_zone,Fix_place_type,Fix_operation,currency,subzone1,subzone2,subzone3,Date,Urls
125000,46,2,Bsas Gba Norte,departamento,alquiler,$,Tigre,Tigre, Nordelta,2023/01/07,https://departamento.mercadolibre.com.ar/MLA-1291855730-departamento-qbay-yacht-_JM
130000,55,2,Bsas Gba Norte,departamento,alquiler,$,Tigre,Tigre,Paseo Victorica 100,2023/01/07,https://departamento.mercadolibre.com.ar/MLA-1274433450-departamento-en-alquiler-en-tigre-gba-zona-norte-argentina-_JM
130000,50,2,Bsas Gba Norte,departamento,alquiler,$,Pilar,Pilar,Departamento En Alquiler Temporario Y Anual En Condominio Va Pilar,2023/01/07,https://departamento.mercadolibre.com.ar/MLA-1240792931-departamento-en-alquiler-temporario-y-anual-en-condominio-va-pilar-_JM
115000,47,2,Bsas Gba Norte,departamento,alquiler,$,Tigre,Tigre, Nordelta El Palmar,2023/01/07,https://departamento.mercadolibre.com.ar/MLA-1286234123-alquiler-2-ambientes-chateau-del-palmar-ccochera-_JM
160000,63,3,Bsas Gba Norte,departamento,alquiler,$,Tigre,Tigre, Nordelta,2023/01/07,https://departamento.mercadolibre.com.ar/MLA-1294884639-departamento-en-alquiler-en-nordelta-tigre-gba-zona-norte-_JM
105000,120,6,Bsas Gba Norte,casa,alquiler,$,San Miguel,San Miguel, Bella Vista,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1297767003-alquiler-de-casa-en-centro-bella-vista-_JM
100000,58,3,Bsas Gba Norte,casa,alquiler,$,Vicente Lopez,Vicente López, Olivos,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1279899245-casa-olivos-uzalpanam-_JM
75000,60,3,Bsas Gba Norte,casa,alquiler,$,Jose C Paz,José C Paz, Del Viso,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1289530419-casa-venta-pilar-3-ambientes-duplex-_JM
95000,80,2,Bsas Gba Norte,casa,alquiler,$,Tigre,Tigre, Nordelta Sendero,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1281977324-casa-duplex-en-alquiler-en-sendero-lagos-del-sendero-nordelta-tigre-_JM
250000,100,3,Bsas Gba Norte,casa,alquiler,$,Vicente Lopez,Vicente López, Florida,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1281476619-alquiler-casa-3-ambientes-sahores-2800-florida-_JM
165000,120,4,Bsas Gba Norte,casa,alquiler,$,Pilar,Pilar, Fátima,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1281964295-casa-en-alquiler-en-fatima-pilar-gba-zona-norte-_JM
90000,120,5,Bsas Gba Norte,casa,alquiler,$,Escobar,Escobar, Belén De Escobar,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1299141929-casa-en-venta-lambertucci-cristian-moos-negocios-inmobiliarios-_JM
200000,127,4,Bsas Gba Norte,casa,alquiler,$,Pilar,Pilar, Pilar Del Este,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1300583752-casa-en-alquiler-en-san-ramon-pilar-del-este-gba-zona-norte-_JM
120000,60,3,Bsas Gba Norte,casa,alquiler,$,Vicente Lopez,Vicente López, Olivos,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1299520326-duplex-3-ambientes-alquiler-olivos-_JM
210000,98,3,Bsas Gba Norte,casa,alquiler,$,Vicente Lopez,Vicente López, Olivos,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1301699740-casa-olivos-_JM
235000,120,4,Bsas Gba Norte,casa,alquiler,$,Vicente Lopez,Vicente López, Olivos,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1302999044-lindo-chalet-1-planta-en-excelente-ubicacion-4-ambientes-con-depend-cochera-x-2-jardin-y-pileta-_JM
240000,135,4,Bsas Gba Norte,casa,alquiler,$,Pilar,Pilar, Pilar Del Este,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1301674318-casa-en-alquiler-en-san-ramiro-pilar-del-este-vco-propiedades-_JM
245000,110,4,Bsas Gba Norte,casa,alquiler,$,San Miguel,San Miguel,Coronel L. M. Argüero 1951,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1300999233-casa-de-4-ambientes-c-pileta-en-lote-de-20-x-52-mts-san-miguel-_JM
225000,120,4,Bsas Gba Norte,casa,alquiler,$,Tigre,Tigre,Casas De Santa María.aristobulo Del Valle Y Ruta 27 Al 4900,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1298459826-casas-de-santa-maria-_JM
150000,120,3,Bsas Gba Norte,casa,alquiler,$,Pilar,Pilar, Pilar House,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1300591225-casa-en-alquiler-anual-en-pilar-house-_JM
60000,60,3,Bsas Gba Norte,casa,alquiler,$,Jose C Paz,José C Paz, Argentina,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1300515807-alquiler-casa-planta-alta-3-amb-ideal-2-personas-jose-c-paz-_JM
100000,50,2,Bsas Gba Norte,casa,alquiler,$,Pilar,Pilar, Pueyrredón,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1296053978-alquiler-duplex-pilar-barrio-pellegrini-_JM
75000,78,3,Bsas Gba Norte,casa,alquiler,$,Pilar,Pilar, Argentina,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1302529411-excelente-dplex-3-ambientes-en-pilar-_JM
85000,66,3,Bsas Gba Norte,casa,alquiler,$,General San Martin,General San Martín, Villa Ballester,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1279225216-casa-villa-ballester-3-ambientes-_JM
265000,94,4,Bsas Gba Norte,casa,alquiler,$,San Isidro,San Isidro, La Horqueta,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1267160336-casa-en-la-horqueta-alquiler-265000-_JM
120000,110,3,Bsas Gba Norte,casa,alquiler,$,Vicente Lopez,Vicente López, Villa Martelli,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1282973050-casa-villa-martelli-alquiler-3-amb-patio-sin-expensas-_JM
150000,80,4,Bsas Gba Norte,casa,alquiler,$,San Miguel,San Miguel, Muñiz,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1257563603-casa-en-alquiler-en-muniz-_JM
120000,130,4,Bsas Gba Norte,casa,alquiler,$,Tigre,Tigre, Los Troncos Del Talar,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1280963013-necochea-n-836-entre-calles-suipacha-y-french-_JM
180000,117,4,Bsas Gba Norte,casa,alquiler,$,Vicente Lopez,Vicente López, Olivos,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1291832369-exc-duplex-4-amb-con-3-banos-cochera-y-patio-con-parrilla-_JM
200000,120,3,Bsas Gba Norte,casa,alquiler,$,Tigre,Tigre, Ricardo Rojas,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1297027105-alquiler-casa-quinta-amoblada-c-pileta-y-quincho-pacheco-barrio-abierto-valor-mensual-para-mas-detalles-favor-comunicarse-por-wathsapp-_JM
80000,100,3,Bsas Gba Norte,casa,alquiler,$,Malvinas Argentinas,Malvinas Argentinas, Grand Bourg,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1292493384-alquiler-duplex-en-barrio-cerrado-san-rafael-_JM
60000,103,1,Bsas Gba Norte,casa,alquiler,$,Jose C Paz,José C Paz,Gran Colombia 373,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1288017154-casa-de-3-amb-a-350-mt-de-ruta-24-hipolito-irigoyen-transitan-varias-lineas-de-colectivos-a-150-mts-de-potosi-a-10-minutos-de-la-estacion-de-jose-c-paz--_JM
200000,150,5,Bsas Gba Norte,casa,alquiler,$,Pilar,Pilar,Silvio Braschi 677,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1156315766-casa-en-la-alborada-pilar-_JM
100000,111,3,Bsas Gba Norte,casa,alquiler,$,General San Martin,General San Martín, Billinghurst,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1284291645-casa-billinghurst-_JM
130000,105,3,Bsas Gba Norte,casa,alquiler,$,General San Martin,General San Martín, Villa José León Suárez,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1293063492-casa-3-amb-techo-de-loza-jardin-y-fondo-libre-garage-_JM
115000,90,4,Bsas Gba Norte,casa,alquiler,$,San Miguel,San Miguel,Domingo Faustino Sarmiento Al 3400. Entre Marconi Y Arricau,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1229137077-casa-en-alquiler-en-san-miguel-_JM
250000,130,4,Bsas Gba Norte,casa,alquiler,$,San Isidro,San Isidro,Ezpeleta Al 2500,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1249469172-casa-san-isidro-_JM
160000,140,4,Bsas Gba Norte,casa,alquiler,$,San Miguel,San Miguel, Bella Vista,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1287991264-casa-en-alquiler-en-bella-vista-_JM
90000,53,3,Bsas Gba Norte,casa,alquiler,$,San Isidro,San Isidro, Béccar,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1272639491-vivienda-unifamiliar-3-amb-beccar-_JM
100000,90,4,Bsas Gba Norte,casa,alquiler,$,Pilar,Pilar, Barrio Parque Del Viso,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1295491339-casa-duplex-en-alquiler-en-del-viso-pilar-gba-zona-norte-_JM
180000,53,3,Bsas Gba Norte,casa,alquiler,$,Vicente Lopez,Vicente López, Florida,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1293937144-duplex-en-alquiler-en-florida-3-ambientes-con-terraza-_JM
100000,80,3,Bsas Gba Norte,casa,alquiler,$,San Miguel,San Miguel, Bella Vista,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1294246091-casa-en-alquiler-en-bella-vista-_JM
130000,96,4,Bsas Gba Norte,casa,alquiler,$,Pilar,Pilar, Pilar,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1280199329-casa-pilar-_JM
130000,100,4,Bsas Gba Norte,casa,alquiler,$,Pilar,Pilar, La Lonja,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1284382289-casa-en-alquiler-en-la-lonja-pilar-gba-zona-norte-_JM
200000,80,3,Bsas Gba Norte,casa,alquiler,$,Tigre,Tigre, Villa Nueva,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1232540967-casa-en-venta-de-2-dormitorios-en-casas-de-santa-maria-villanueva-tigre-_JM
70000,92,4,Bsas Gba Norte,casa,alquiler,$,Malvinas Argentinas,Malvinas Argentinas, Grand Bourg,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1295333087-casa-grand-bourg-_JM
200000,85,3,Bsas Gba Norte,casa,alquiler,$,Tigre,Tigre, Villa Nueva,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1257531390-casa-a-estrenar-en-barrio-casas-de-santa-maria-_JM
240000,126,5,Bsas Gba Norte,casa,alquiler,$,San Miguel,San Miguel, Buenos Aires,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1283575470-increible-casa-en-alquiler-en-san-miguel-buenos-aires-_JM
87000,60,2,Bsas Gba Norte,casa,alquiler,$,San Isidro,San Isidro, Argentina,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1285507383-ph-2-ambientes-en-alquiler-en-san-isidro-_JM
230000,128,4,Bsas Gba Norte,casa,alquiler,$,Escobar,Escobar, Barrio Privado El Ensueño,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1247842012-a-estrenar-en-el-barrio-el-ensueno-con-vista-a-laguna-pileta-_JM
200000,140,6,Bsas Gba Norte,casa,alquiler,$,San Miguel,San Miguel,Balbin Al 2000,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1186162831-casa-san-miguel-_JM
180000,114,3,Bsas Gba Norte,casa,alquiler,$,Tigre,Tigre, Don Torcuato Oeste,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1290430760-casa-don-torcuato-_JM
200000,140,5,Bsas Gba Norte,casa,alquiler,$,Escobar,Escobar, Rincón De Maschwitz,2023/01/07,https://casa.mercadolibre.com.ar/MLA-1283532325-alquiler-casa-maschwitz-escobar-barrio-cerrado-_JM
100000,35,1,Bsas Gba Norte,departamento,alquiler,$,Tigre,Tigre, Nordelta,2023/01/08,https://departamento.mercadolibre.com.ar/MLA-1304928008-departamento-en-venta-zaduh-nordelta-_JM
90000,72,3,Bsas Gba Norte,departamento,alquiler,$,Vicente Lopez,Vicente López, La Lucila,2023/01/08,https://departamento.mercadolibre.com.ar/MLA-1303639253-muy-lindo-depto-3-ambientes-en-la-lucila-_JM
150000,60,3,Bsas Gba Norte,departamento,alquiler,$,Vicente Lopez,Vicente López, Florida,2023/01/08,https://departamento.mercadolibre.com.ar/MLA-1303677716-amplio-depto-buena-ubicacin-3-ambientes-con-cochera-_JM
90000,38,1,Bsas Gba Norte,departamento,alquiler,$,Escobar,Escobar, Belén De Escobar,2023/01/08,https://departamento.mercadolibre.com.ar/MLA-1303723983-departamento-esc-centro-_JM
65000,30,1,Bsas Gba Norte,departamento,alquiler,$,San Isidro,San Isidro, Martínez,2023/01/08,https://departamento.mercadolibre.com.ar/MLA-1303684376-monoambiente-en-excelente-ubicacion-_JM
70000,40,2,Bsas Gba Norte,departamento,alquiler,$,San Miguel,San Miguel, Argentina,2023/01/08,https://departamento.mercadolibre.com.ar/MLA-1303638739-alquiler-departamento-en-condominio-planta-baja-2-ambientes-en-san-miguel-_JM
38000,30,2,Bsas Gba Norte,departamento,alquiler,$,General San Martin,General San Martín, Villa Libertad,2023/01/08,https://departamento.mercadolibre.com.ar/MLA-1303639818-alquilo-departamento-2-amb-_JM
225000,120,4,Bsas Gba Norte,casa,alquiler,$,San Isidro,San Isidro, Martínez,2023/01/08,https://casa.mercadolibre.com.ar/MLA-1303677762-duplex-de-5-mts-x-37-mts-3-dormitorios-toilette-pileta-_JM
135000,110,3,Bsas Gba Norte,casa,alquiler,$,San Miguel,San Miguel, Bella Vista,2023/01/08,https://casa.mercadolibre.com.ar/MLA-1303686273-alquiler-excelente-casa-con-dos-dormitorios-ideal-pareja-y-nino-_JM
200000,130,4,Bsas Gba Norte,casa,alquiler,$,Pilar,Pilar, La Cuesta,2023/01/08,https://casa.mercadolibre.com.ar/MLA-1303639893-muy-linda-casa-en-alquiler-barrio-la-cuesta-_JM
110000,80,3,Bsas Gba Norte,ph,alquiler,$,Vicente Lopez,Vicente López, Villa Adelina,2023/01/08,https://inmueble.mercadolibre.com.ar/MLA-1303645519-ph-3-amb-al-frente-villa-adeina-con-jardin-propio-_JM
80000,87,3,Bsas Gba Norte,ph,alquiler,$,San Isidro,San Isidro, Boulogne Sur Mer,2023/01/08,https://inmueble.mercadolibre.com.ar/MLA-1303636637-alquiler-3-amb-con-patio-1er-piso-x-escalera-_JM
180000,130,4,Bsas Gba Norte,ph,alquiler,$,Vicente Lopez,Vicente López, Olivos,2022/12/01,https://inmueble.mercadolibre.com.ar/MLA-1266261004-ph-tipo-casa-al-frente-2-dorm-escritorio-jardin-y-cochera-_JM
90000,47,2,Bsas Gba Norte,ph,alquiler,$,San Isidro,San Isidro, Martínez,2022/12/01,https://inmueble.mercadolibre.com.ar/MLA-1266734100-excelente-ph-de-dos-ambientes-a-estrenar-_JM
60000,38,2,Bsas Gba Norte,ph,alquiler,$,General San Martin,General San Martín, Villa Ballester,2022/12/01,https://inmueble.mercadolibre.com.ar/MLA-1266591459-ph-villa-ballester-_JM
70000,111,3,Bsas Gba Norte,ph,alquiler,$,Vicente Lopez,Vicente López, Munro,2022/12/01,https://inmueble.mercadolibre.com.ar/MLA-1266342969-ph-en-alquiler-florida-oeste-_JM
65000,54,2,Bsas Gba Norte,ph,alquiler,$,General San Martin,General San Martín, Villa Maipú,2022/12/01,https://inmueble.mercadolibre.com.ar/MLA-1266624884-ph-3-ambientes-alquiler-vmaipu-_JM
62000,35,2,Bsas Gba Norte,ph,alquiler,$,General San Martin,General San Martín, Villa San Andrés,2022/12/01,https://inmueble.mercadolibre.com.ar/MLA-1266256136-pha-2-ambientes-con-patio-y-terraza-en-san-andres-_JM
125000,90,4,Bsas Gba Norte,ph,alquiler,$,San Isidro,San Isidro, Béccar,2022/12/01,https://inmueble.mercadolibre.com.ar/MLA-1266244405-phenbeccar-french-2356-_JM
60000,62,2,Bsas Gba Norte,ph,alquiler,$,San Miguel,San Miguel,Las Malvinas  984,2022/12/01,https://inmueble.mercadolibre.com.ar/MLA-1265778206-ph-en-alquiler-amplio-y-luminoso-en-san-miguel-_JM
135000,75,3,Bsas Gba Norte,ph,alquiler,$,Vicente Lopez,Vicente López, Florida,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1267157005-alquiler-ph-de-3-amb-con-balcon-y-terraza-sin-expensas-_JM
65000,49,3,Bsas Gba Norte,ph,alquiler,$,Vicente Lopez,Vicente López, Villa Martelli,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1267157862-ph-en-alquiler-en-villa-martelli-vicente-lopez-gba-zona-norte-_JM
165000,74,3,Bsas Gba Norte,departamento,alquiler,$,Vicente Lopez,Vicente López, Florida,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266808107-alquiler-3-ambientes-amplio-con-cochera-en-florida-_JM
68000,46,2,Bsas Gba Norte,departamento,alquiler,$,Vicente Lopez,Vicente López, Argentina,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266652610-dueno-alquila-departamento-2-ambientes-en-vicente-lopez-_JM
120000,53,2,Bsas Gba Norte,departamento,alquiler,$,San Isidro,San Isidro,Av. Centenario Al 900,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266650062-impresionante-departamento-de-2-ambientes-con-vista-al-rio-y-cochera-_JM
220000,70,3,Bsas Gba Norte,departamento,alquiler,$,Tigre,Tigre, Nordelta Quartier,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266654038-venta-departamento-3-ambientes-quartier-nordelta-tigre-_JM
150000,94,3,Bsas Gba Norte,departamento,alquiler,$,Tigre,Tigre, Nordelta El Palmar,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266257369-alquiler-departamento-en-chateau-del-palmar-nordelta-_JM
240000,63,2,Bsas Gba Norte,departamento,alquiler,$,Vicente Lopez,Vicente López,Av Del Libertador 1700,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266611110-2-ambientes-en-alquiler-vicente-lopez-_JM
140000,68,3,Bsas Gba Norte,departamento,alquiler,$,Tigre,Tigre,Italia Al 1500  Piso 11ºb .,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266551739-departamento-3-ambientes-en-alquiler-y-venta-torre-cardon-ciudad-de-tigre-_JM
230000,69,3,Bsas Gba Norte,departamento,alquiler,$,Vicente Lopez,Vicente López, Olivos,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266530343-departamento-en-alquiler-en-olivos-vicente-lopez-gba-zona-norte-_JM
80000,60,2,Bsas Gba Norte,departamento,alquiler,$,San Isidro,San Isidro,Diego Palma 100,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266628090-departamento-duplex-en-alquiler-en-san-isidro-gba-zona-norte-argentina-_JM
87000,37,2,Bsas Gba Norte,departamento,alquiler,$,Vicente Lopez,Vicente López,  Entre Yrigoyen Y Arenales,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266903451-departamento-2-ambientes-alquiler-con-cochera-en-vicente-lopez-_JM
290000,95,3,Bsas Gba Norte,departamento,alquiler,$,Tigre,Tigre, Marinas Golf,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266256793-excelente-departamento-de-3-ambientes-al-rio-_JM
105000,57,3,Bsas Gba Norte,departamento,alquiler,$,San Isidro,San Isidro, Martínez,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266597089-depto-3-amb-ccoh-martinez-complejo-parque-norte-_JM
90000,115,4,Bsas Gba Norte,departamento,alquiler,$,San Miguel,San Miguel,Muñoz Al 2900. Entre Tomás Edison Y Salerno,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1267130709-departamento-en-alquiler-en-el-solar-_JM
85000,48,2,Bsas Gba Norte,departamento,alquiler,$,Tigre,Tigre,Coronel Morales Al 1200,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266530619-departamento-tigre-_JM
110000,41,2,Bsas Gba Norte,departamento,alquiler,$,Pilar,Pilar,Green Village,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1267137499-departamento-en-alquiler-green-village-pilar-_JM
125000,68,3,Bsas Gba Norte,departamento,alquiler,$,San Isidro,San Isidro,Santa Fe Av. Al 100,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266259316-departamento-en-alquiler-en-san-isidro-_JM
130000,49,2,Bsas Gba Norte,departamento,alquiler,$,Tigre,Tigre, Nordelta,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266891099-departamento-nordelta-_JM
60000,50,2,Bsas Gba Norte,departamento,alquiler,$,Pilar,Pilar,Champagnat 800,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266813723-departamento-en-alquiler-ubicado-en-pilar-gba-zona-norte-_JM
60000,47,2,Bsas Gba Norte,departamento,alquiler,$,San Miguel,San Miguel,Pasaje Indio 1359. Entre Charlone Y Italia,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266948935-departamento-en-alquiler-en-san-miguel-_JM
62000,35,2,Bsas Gba Norte,departamento,alquiler,$,General San Martin,General San Martín, Villa San Andrés,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266546492-departamento-2-ambientes-pb-san-martin-centro-od-_JM
45000,40,1,Bsas Gba Norte,departamento,alquiler,$,San Miguel,San Miguel, Bella Vista,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266650543-departamento-en-alquiler-en-bella-vista-_JM
60000,45,2,Bsas Gba Norte,departamento,alquiler,$,Tigre,Tigre, Rincón De Milberg,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266737036-departamento-en-alquiler-2-ambiente-milberg-1141-rincon-de-milberg-tigre-_JM
75000,40,2,Bsas Gba Norte,departamento,alquiler,$,Escobar,Escobar,Asborno Al 600,2022/12/02,https://departamento.mercadolibre.com.ar/MLA-1266257130-departamento-dos-ambientes-apto-credito-_JM
169000,112,5,Bsas Gba Norte,casa,alquiler,$,Vicente Lopez,Vicente López, Olivos,2022/12/02,https://casa.mercadolibre.com.ar/MLA-1266948807-olivos-muy-buen-chalet-5-amb-garage-cerrado-terraza-exc-_JM
120000,133,5,Bsas Gba Norte,casa,alquiler,$,Tigre,Tigre, Nordelta Solares Portezuelo,2022/12/02,https://casa.mercadolibre.com.ar/MLA-1266653440-casa-en-venta-con-3-dormitorios-en-portezuelo-_JM
75000,60,3,Bsas Gba Norte,casa,alquiler,$,Escobar,Escobar, Garín,2022/12/02,https://casa.mercadolibre.com.ar/MLA-1266595656-alquiler-casa-en-garin-centro-_JM
90000,47,2,Bsas Gba Norte,casa,alquiler,$,San Isidro,San Isidro, Martínez,2022/12/02,https://casa.mercadolibre.com.ar/MLA-1266650829-excelente-ph-de-dos-ambientes-a-estrenar-_JM
190000,120,4,Bsas Gba Norte,casa,alquiler,$,Pilar,Pilar, Pilar Plaza,2022/12/02,https://casa.mercadolibre.com.ar/MLA-1266529911-alquiler-por-36-meses-bcerrado-pilar-plaza-_JM
115000,65,3,Bsas Gba Norte,casa,alquiler,$,San Miguel,San Miguel,Guido Y Spano 100,2022/12/02,https://casa.mercadolibre.com.ar/MLA-1267157970-se-alquila-duplex-de-3-ambientes-en-bella-vista-_JM
150000,84,3,Bsas Gba Norte,casa,alquiler,$,San Isidro,San Isidro, Béccar,2022/12/02,https://casa.mercadolibre.com.ar/MLA-1266592761-casa-beccar-_JM
159000,124,4,Bsas Gba Norte,casa,alquiler,$,Vicente Lopez,Vicente López, Olivos,2022/12/02,https://casa.mercadolibre.com.ar/MLA-1266942544-olivos-barrio-golf-en-alquiler-muy-buen-chalet-de-3-amb-y-dep-de-servicio-garaje-cerrado-patio-y-terraza-oportunidad-_JM
68000,45,1,Bsas Gba Norte,casa,alquiler,$,Vicente Lopez,Vicente López, Villa Martelli,2022/12/02,https://casa.mercadolibre.com.ar/MLA-1266597500-ph-2-ambientes-con-un-excelente-patio-_JM
60000,40,2,Bsas Gba Norte,casa,alquiler,$,San Miguel,San Miguel, Muñiz,2022/12/02,https://casa.mercadolibre.com.ar/MLA-1266739000-alquiler-dpto-de-2-ambientes-muniz-edificio-ibiza-v-con-amenities-_JM
85000,110,3,Bsas Gba Norte,casa,alquiler,$,General San Martin,General San Martín, Villa Ballester,2022/12/02,https://casa.mercadolibre.com.ar/MLA-1267114391-casa-en-lote-propio-3-amb-con-patio-y-terraza-_JM
50000,60,1,Bsas Gba Norte,casa,alquiler,$,General San Martin,General San Martín, Villa Lynch,2022/12/02,https://casa.mercadolibre.com.ar/MLA-1267651577-ph-en-planta-baja-_JM
90000,60,3,Bsas Gba Norte,ph,alquiler,$,Vicente Lopez,Vicente López, Florida Oeste,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1223851989-3-ambientes-con-patio-_JM
99000,70,3,Bsas Gba Norte,ph,alquiler,$,San Isidro,San Isidro, La Rotonda,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1213211450-ph-2-dormitorios-con-patio-en-san-isidro-exelente-ubicacion-_JM
185000,95,3,Bsas Gba Norte,ph,alquiler,$,Vicente Lopez,Vicente López, Olivos,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1247568353-alquiler-ph-olivos-dueno-directo-_JM
145000,125,3,Bsas Gba Norte,ph,alquiler,$,San Isidro,San Isidro,Don Bosco Al 1800,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1255931317-ph-las-lomas-de-san-isidro-cpatio-y-terraza-propia-3-amb-_JM
55000,50,2,Bsas Gba Norte,ph,alquiler,$,General San Martin,General San Martín, Barrio Parque Gral San Martín,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1259397706-ph-smartinctro-_JM
50000,48,1,Bsas Gba Norte,ph,alquiler,$,Vicente Lopez,Vicente López, Florida,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1260014616-alquiler-ph-3-ambiente-terraza-propia-_JM
70000,48,2,Bsas Gba Norte,ph,alquiler,$,Vicente Lopez,Vicente López, Munro,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1262562754-alquiler-ph-2-ambientes-en-munro-_JM
80000,40,2,Bsas Gba Norte,ph,alquiler,$,Vicente Lopez,Vicente López, Olivos,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1265678045-ph-olivos-qtapresid-_JM
95000,57,2,Bsas Gba Norte,ph,alquiler,$,San Isidro,San Isidro, Boulogne Sur Mer,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1267768862-ph-en-1-piso-de-2-amb-y-medio-con-patio-y-cochera-_JM
180000,73,3,Bsas Gba Norte,ph,alquiler,$,San Isidro,San Isidro,Intendente Becco 800,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1267690085-ph-3-amb-alquiler-san-isidro-amplio-pileta-patio-_JM
50000,40,1,Bsas Gba Norte,ph,alquiler,$,General San Martin,General San Martín, Villa Ballester,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1267653269-alquiler-sarandi-3644-ph-2-amb-_JM
70000,60,3,Bsas Gba Norte,ph,alquiler,$,General San Martin,General San Martín, Barrio Parque Gral San Martín,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1267134468-ph-san-martin-_JM
35000,38,2,Bsas Gba Norte,ph,alquiler,$,San Miguel,San Miguel, Muñiz,2022/12/02,https://inmueble.mercadolibre.com.ar/MLA-1264120895-alquiler-ph-en-muniz-_JM
