price,meters,rooms,Fix_zone,Fix_place_type,Fix_operation,currency,subzone1,subzone2,subzone3,Date,Urls
57000,25,1,Capital Federal,departamento,alquiler,$,Barrio Norte,Barrio Norte,0,2023/01/07,/departamento-en-alquiler-en-barrio-norte--12467076
85000,38,2,Capital Federal,departamento,alquiler,$,Villa Devoto,Villa Devoto,0,2023/01/07,/departamento-en-alquiler-en-villa-devoto-1-ambiente--12467049
110000,39,1,Capital Federal,departamento,alquiler,$,Coghlan,Coghlan,0,2023/01/07,/departamento-en-alquiler-en-coghlan-1-ambiente--12466837
78000,34,2,Capital Federal,departamento,alquiler,$,Villa Crespo,Villa Crespo,0,2023/01/07,/departamento-en-alquiler-en-villa-crespo-2-ambientes--12449119
65000,34,1,Capital Federal,departamento,alquiler,$,Urquiza,Villa Urquiza,0,2023/01/07,/departamento-en-alquiler-en-villa-urquiza--12464333
125000,64,3,Capital Federal,departamento,alquiler,$,Paternal,Paternal,0,2023/01/07,/departamento-en-alquiler-en-paternal-3-ambientes--12466924
60000,34,1,Capital Federal,departamento,alquiler,$,Nuñez,Nuñez,0,2023/01/07,/departamento-en-alquiler-en-nunez-1-ambiente--12466912
85000,41,2,Capital Federal,departamento,alquiler,$,Floresta,Floresta Norte,0,2023/01/07,/departamento-en-alquiler-en-floresta-norte-2-ambientes--12455375
80000,44,2,Capital Federal,departamento,alquiler,$,Villa Pueyrredon,Villa Pueyrredon,0,2023/01/07,/departamento-en-alquiler-en-villa-pueyrredon-2-ambientes--12462625
80000,38,2,Capital Federal,departamento,alquiler,$,Mitre,Villa General Mitre,0,2023/01/07,/departamento-en-alquiler-en-villa-general-mitre-2-ambientes--12466698
75000,40,1,Capital Federal,departamento,alquiler,$,Balvanera,Balvanera,0,2023/01/07,/departamento-en-alquiler-en-balvanera-1-ambiente--12464832
125000,73,3,Capital Federal,departamento,alquiler,$,Barrio Norte,Barrio Norte,0,2023/01/07,/departamento-en-alquiler-en-barrio-norte-3-ambientes--12466695
115000,36,2,Capital Federal,departamento,alquiler,$,Palermo,Botanico,0,2023/01/07,/departamento-en-alquiler-en-botanico-2-ambientes--12466660
95000,45,1,Capital Federal,departamento,alquiler,$,Barrio Norte,Recoleta,0,2023/01/07,/departamento-en-alquiler-en-recoleta-1-ambiente--11979058
65000,40,2,Capital Federal,departamento,alquiler,$,Once,Once,0,2023/01/07,/departamento-en-alquiler-en-once-2-ambientes--12110736
55000,30,1,Capital Federal,departamento,alquiler,$,Santa Rita,Villa Santa Rita,0,2023/01/07,/departamento-en-alquiler-en-villa-santa-rita-1-ambiente--5589628
75000,31,2,Capital Federal,departamento,alquiler,$,Nuñez,Nuñez,0,2023/01/07,/departamento-en-alquiler-en-nunez-2-ambientes--12466580
75000,52,2,Capital Federal,departamento,alquiler,$,Urquiza,Villa Urquiza,0,2023/01/07,/departamento-en-alquiler-en-villa-urquiza-2-ambientes--12435335
58000,27,1,Capital Federal,departamento,alquiler,$,Urquiza,Villa Urquiza,0,2023/01/07,/departamento-en-alquiler-en-villa-urquiza-1-ambiente--12434819
89000,66,2,Capital Federal,departamento,alquiler,$,Barrio Norte,Barrio Norte,0,2023/01/07,/departamento-en-alquiler-en-barrio-norte-2-ambientes--12271351
75000,33,2,Capital Federal,departamento,alquiler,$,Balvanera,Balvanera,0,2023/01/07,/departamento-en-alquiler-en-balvanera-1-ambiente--12463450
130000,64,3,Capital Federal,departamento,alquiler,$,Caballito,Caballito Norte,0,2023/01/07,/departamento-en-alquiler-en-caballito-norte-3-ambientes--12463465
95000,40,2,Capital Federal,departamento,alquiler,$,Palermo,Palermo Soho,0,2023/01/07,/departamento-en-alquiler-en-palermo-soho-2-ambientes--12433681
170000,57,3,Capital Federal,departamento,alquiler,$,Palermo,Palermo,0,2023/01/07,/departamento-en-alquiler-en-palermo-3-ambientes--12153172
180000,62,3,Capital Federal,departamento,alquiler,$,Palermo,Botanico,0,2023/01/07,/departamento-en-alquiler-en-botanico-3-ambientes--12464478
70000,40,2,Capital Federal,departamento,alquiler,$,Centro,Monserrat,0,2023/01/07,/departamento-en-alquiler-en-monserrat-2-ambientes--12466050
55000,40,2,Capital Federal,departamento,alquiler,$,Villa del Parque,Villa del Parque,0,2023/01/07,/departamento-en-alquiler-en-villa-del-parque-2-ambientes--5873514
110000,41,2,Capital Federal,departamento,alquiler,$,Belgrano,Belgrano,0,2023/01/07,/departamento-en-alquiler-en-belgrano-2-ambientes--7945279
70000,36,2,Capital Federal,departamento,alquiler,$,Urquiza,Urquiza R,0,2023/01/07,/departamento-en-alquiler-en-urquiza-r-1-ambiente--12457880
120000,53,2,Capital Federal,departamento,alquiler,$,Barrio Norte,Recoleta,0,2023/01/07,/departamento-en-alquiler-en-recoleta--4933523
65000,33,1,Capital Federal,departamento,alquiler,$,Floresta,Floresta,0,2023/01/07,/departamento-en-alquiler-en-floresta-1-ambiente--12465891
60000,24,2,Capital Federal,departamento,alquiler,$,Palermo,Palermo,0,2023/01/07,/departamento-en-alquiler-en-palermo-1-ambiente--12435372
60000,24,2,Capital Federal,departamento,alquiler,$,Barrio Norte,Recoleta,0,2023/01/07,/departamento-en-alquiler-en-recoleta-1-ambiente--12442016
60000,43,2,Capital Federal,departamento,alquiler,$,Caballito,Caballito,0,2023/01/07,/departamento-en-alquiler-en-caballito-2-ambientes--12141676
70000,42,2,Capital Federal,departamento,alquiler,$,San Cristobal,San Cristobal,0,2023/01/07,/departamento-en-alquiler-en-san-cristobal-2-ambientes--12465841
70000,47,2,Capital Federal,departamento,alquiler,$,Mataderos,Mataderos,0,2023/01/07,/departamento-en-alquiler-en-mataderos-2-ambientes--12440265
130000,48,3,Capital Federal,departamento,alquiler,$,Belgrano,Belgrano,0,2023/01/07,/departamento-en-alquiler-en-belgrano-3-ambientes--12465664
70000,40,1,Capital Federal,departamento,alquiler,$,Floresta,Monte Castro,0,2023/01/07,/departamento-en-alquiler-en-monte-castro--11080625
70000,35,2,Capital Federal,departamento,alquiler,$,Liniers,Liniers,0,2023/01/07,/departamento-en-alquiler-en-liniers-2-ambientes--12412008
55000,32,1,Capital Federal,departamento,alquiler,$,Villa Pueyrredon,Villa Pueyrredon,0,2023/01/07,/departamento-en-alquiler-en-villa-pueyrredon-1-ambiente--12437470
120000,56,2,Capital Federal,departamento,alquiler,$,Palermo,Palermo Soho,0,2023/01/07,/departamento-en-alquiler-en-palermo-soho-2-ambientes--12464427
98000,60,2,Capital Federal,departamento,alquiler,$,Nuñez,Nuñez,0,2023/01/07,/departamento-en-alquiler-en-nunez-2-ambientes--12426233
90000,42,2,Capital Federal,departamento,alquiler,$,Palermo,Palermo,0,2023/01/07,/departamento-en-alquiler-en-palermo-2-ambientes--12463089
100000,42,2,Capital Federal,departamento,alquiler,$,Palermo,Palermo,0,2023/01/07,/departamento-en-alquiler-en-palermo-2-ambientes--12462400
60000,35,2,Capital Federal,departamento,alquiler,$,San Telmo,San Telmo,0,2023/01/07,/departamento-en-alquiler-en-san-telmo-2-ambientes--12449393
130000,90,4,Capital Federal,departamento,alquiler,$,Belgrano,Belgrano,0,2023/01/07,/departamento-en-alquiler-en-belgrano-4-ambientes--12465237
130000,46,2,Capital Federal,departamento,alquiler,$,Saavedra,Saavedra,0,2023/01/07,/departamento-en-alquiler-en-saavedra-2-ambientes--12444571
75000,33,1,Capital Federal,departamento,alquiler,$,Villa del Parque,Villa del Parque,0,2023/01/07,/departamento-en-alquiler-en-villa-del-parque-1-ambiente--12465189
70000,41,2,Capital Federal,departamento,alquiler,$,Centro,Centro,0,2023/01/07,/departamento-en-alquiler-en-centro-2-ambientes--12465123
120000,38,2,Capital Federal,departamento,alquiler,$,Caballito,Caballito,0,2023/01/07,/departamento-en-alquiler-en-caballito-2-ambientes--12423727
65000,31,1,Capital Federal,departamento,alquiler,$,Villa Ortuzar,Villa Ortuzar,0,2023/01/07,/departamento-en-alquiler-en-villa-ortuzar-1-ambiente--12465109
75000,45,2,Capital Federal,departamento,alquiler,$,Caballito,Caballito Sur,0,2023/01/07,/departamento-en-alquiler-en-caballito-sur-2-ambientes--12465093
55000,35,3,Capital Federal,departamento,alquiler,$,Congreso,Congreso,0,2023/01/07,/departamento-en-alquiler-en-congreso-3-ambientes--3680741
65000,50,2,Capital Federal,departamento,alquiler,$,Villa Crespo,Villa Crespo,0,2023/01/07,/departamento-en-alquiler-en-villa-crespo-2-ambientes--12465067
60000,38,1,Capital Federal,departamento,alquiler,$,Chacarita,Chacarita,0,2023/01/07,/departamento-en-alquiler-en-chacarita-1-ambiente--12464949
100000,65,3,Capital Federal,departamento,alquiler,$,Flores,Flores,0,2023/01/07,/departamento-en-alquiler-en-flores-3-ambientes--12271233
108000,93,3,Capital Federal,departamento,alquiler,$,Flores,Flores,0,2023/01/07,/departamento-en-alquiler-en-flores-3-ambientes--12117946
180000,69,4,Capital Federal,departamento,alquiler,$,Belgrano,Belgrano R,0,2023/01/07,/departamento-en-alquiler-en-belgrano-r-4-ambientes--12154778
90000,44,2,Capital Federal,departamento,alquiler,$,Caballito,Caballito Norte,0,2023/01/07,/departamento-en-alquiler-en-caballito-norte-2-ambientes--12450839
80000,60,3,Capital Federal,departamento,alquiler,$,Villa Pueyrredon,Villa Pueyrredon,0,2023/01/07,/departamento-en-alquiler-en-villa-pueyrredon--12412085
80000,35,3,Capital Federal,departamento,alquiler,$,Paternal,Paternal,0,2023/01/07,/departamento-en-alquiler-en-paternal-3-ambientes--12100968
65000,29,1,Capital Federal,departamento,alquiler,$,Centro,Retiro,0,2023/01/07,/departamento-en-alquiler-en-retiro-1-ambiente--12462439
75000,32,1,Capital Federal,departamento,alquiler,$,Floresta,Monte Castro,0,2023/01/07,/departamento-en-alquiler-en-monte-castro-1-ambiente--12436733
180000,68,3,Capital Federal,departamento,alquiler,$,Caballito,Caballito,0,2023/01/07,/departamento-en-alquiler-en-caballito-3-ambientes--12450531
65000,59,1,Capital Federal,departamento,alquiler,$,Barrio Norte,Barrio Norte,0,2023/01/07,/departamento-en-alquiler-en-barrio-norte-1-ambiente--12438041
90000,42,2,Capital Federal,departamento,alquiler,$,Barrio Norte,Recoleta,0,2023/01/07,/departamento-en-alquiler-en-recoleta-2-ambientes--12369395
75000,30,1,Capital Federal,departamento,alquiler,$,Belgrano,Belgrano,0,2023/01/07,/departamento-en-alquiler-en-belgrano-1-ambiente--12464689
65000,35,2,Capital Federal,departamento,alquiler,$,Boedo,Boedo,0,2023/01/07,/departamento-en-alquiler-en-boedo-2-ambientes--12464649
120000,51,2,Capital Federal,departamento,alquiler,$,Caballito,Caballito,0,2023/01/07,/departamento-en-alquiler-en-caballito-2-ambientes--12464656
130000,77,3,Capital Federal,departamento,alquiler,$,Belgrano,Belgrano,0,2023/01/07,/departamento-en-alquiler-en-belgrano-3-ambientes--12446233
135000,42,2,Capital Federal,departamento,alquiler,$,Caballito,Caballito,0,2023/01/07,/departamento-en-alquiler-en-caballito-2-ambientes--12459624
150000,75,4,Capital Federal,departamento,alquiler,$,Villa Crespo,Villa Crespo,0,2023/01/07,/departamento-en-alquiler-en-villa-crespo-4-ambientes--12464533
140000,55,3,Capital Federal,departamento,alquiler,$,Caballito,Caballito,0,2023/01/07,/departamento-en-alquiler-en-caballito-3-ambientes--12464477
150000,32,1,Capital Federal,departamento,alquiler,$,Belgrano,Belgrano,0,2023/01/07,/departamento-en-alquiler-en-belgrano-1-ambiente--12464476
190000,52,2,Capital Federal,departamento,alquiler,$,Palermo,Palermo,0,2023/01/07,/departamento-en-alquiler-en-palermo-2-ambientes--12439059
200000,83,4,Capital Federal,departamento,alquiler,$,Villa Devoto,Villa Devoto,0,2023/01/07,/departamento-en-alquiler-en-villa-devoto-4-ambientes--12463588
80000,52,2,Capital Federal,departamento,alquiler,$,Villa Luro,Villa Luro,0,2023/01/07,/departamento-en-alquiler-en-villa-luro-2-ambientes--12103341
80000,38,2,Capital Federal,departamento,alquiler,$,Barrio Norte,Barrio Norte,0,2023/01/07,/departamento-en-alquiler-en-barrio-norte-2-ambientes--12456961
80000,35,1,Capital Federal,departamento,alquiler,$,Urquiza,Parque Chas,0,2023/01/07,/departamento-en-alquiler-en-parque-chas-1-ambiente--12464035
80000,41,2,Capital Federal,departamento,alquiler,$,Centro,Retiro,0,2023/01/07,/departamento-en-alquiler-en-retiro-2-ambientes--12464174
62000,40,2,Capital Federal,departamento,alquiler,$,Mitre,Villa General Mitre,0,2023/01/07,/departamento-en-alquiler-en-villa-general-mitre-2-ambientes--12464211
170000,57,2,Capital Federal,departamento,alquiler,$,Belgrano,Belgrano,0,2023/01/07,/departamento-en-alquiler-en-belgrano-2-ambientes--12253478
75000,40,1,Capital Federal,departamento,alquiler,$,Palermo,Palermo,0,2023/01/07,/departamento-en-alquiler-en-palermo--12464153
100000,55,3,Capital Federal,departamento,alquiler,$,Villa Pueyrredon,Villa Pueyrredon,0,2023/01/07,/departamento-en-alquiler-en-villa-pueyrredon-3-ambientes--12411967
60000,31,1,Capital Federal,departamento,alquiler,$,Villa del Parque,Villa del Parque,0,2023/01/07,/departamento-en-alquiler-en-villa-del-parque-1-ambiente--12412035
130000,42,2,Capital Federal,departamento,alquiler,$,Floresta,Monte Castro,0,2023/01/07,/departamento-en-alquiler-en-monte-castro-2-ambientes--12446624
130000,60,3,Capital Federal,departamento,alquiler,$,Belgrano,Belgrano,0,2023/01/07,/departamento-en-alquiler-en-belgrano-3-ambientes--12452910
75000,39,2,Capital Federal,departamento,alquiler,$,Villa Pueyrredon,Villa Pueyrredon,0,2023/01/07,/departamento-en-alquiler-en-villa-pueyrredon-1-ambiente--12457053
235000,63,2,Capital Federal,departamento,alquiler,$,Caballito,Caballito,0,2023/01/07,/departamento-en-alquiler-en-caballito-2-ambientes--12120334
120000,25,1,Capital Federal,departamento,alquiler,$,Palermo,Palermo Hollywood,El Salvador 5400,2023/01/07,https://departamento.mercadolibre.com.ar/MLA-1302708131-monoambiente-soleado-palermo-_JM
90000,37,1,Capital Federal,departamento,alquiler,$,Villa Devoto,Villa Devoto,Salvador Maria Del Carril Al 3300. Entre Campana  Y Cuenca,2023/01/07,https://departamento.mercadolibre.com.ar/MLA-1302477088-alquiler-monoambiente-devoto-_JM
165000,92,4,Capital Federal,departamento,alquiler,$,Barrio Norte,Barrio Norte, Argentina,2023/01/07,https://departamento.mercadolibre.com.ar/MLA-1302516276-alquiler-departamento-de-3-ambientes-al-frente-con-balcon-corrido-y-toilette-_JM
190000,72,4,Capital Federal,departamento,alquiler,$,Caballito,Caballito,0,2023/01/07,/departamento-en-alquiler-en-caballito-4-ambientes--12470090
79000,40,2,Capital Federal,departamento,alquiler,$,Villa Crespo,Villa Crespo,0,2023/01/07,/departamento-en-alquiler-en-villa-crespo-2-ambientes--12470086
85000,35,2,Capital Federal,departamento,alquiler,$,Villa Crespo,Villa Crespo,0,2023/01/07,/departamento-en-alquiler-en-villa-crespo-2-ambientes--12470085
105000,37,2,Capital Federal,departamento,alquiler,$,Belgrano,Las Cañitas,0,2023/01/07,/departamento-en-alquiler-en-las-canitas-1-ambiente--12470010
85000,47,3,Capital Federal,departamento,alquiler,$,Colegiales,Colegiales,0,2023/01/07,/departamento-en-alquiler-en-colegiales-3-ambientes--12459568
95000,42,2,Capital Federal,ph,alquiler,$,Nuñez,Nuñez,0,2023/01/07,/ph-en-alquiler-en-nunez-2-ambientes--9771968
95000,42,2,Capital Federal,ph,alquiler,$,Saavedra,Saavedra,0,2023/01/07,/ph-en-alquiler-en-saavedra-2-ambientes--9759797
90000,36,2,Capital Federal,ph,alquiler,$,Villa Luro,Villa Luro,0,2023/01/07,/ph-en-alquiler-en-villa-luro-2-ambientes--12470017
100000,60,2,Capital Federal,ph,alquiler,$,Versalles,Versalles,0,2023/01/07,/ph-en-alquiler-en-versalles-2-ambientes--12469828
100000,60,3,Capital Federal,ph,alquiler,$,Versalles,Versalles,0,2023/01/07,/ph-en-alquiler-en-versalles-3-ambientes--10848016
95000,70,2,Capital Federal,ph,alquiler,$,Floresta,Monte Castro,0,2023/01/07,/ph-en-alquiler-en-monte-castro-2-ambientes--12100995
135000,83,5,Capital Federal,ph,alquiler,$,Barracas,Barracas,0,2023/01/07,/ph-en-alquiler-en-barracas-5-ambientes--12468524
140000,85,3,Capital Federal,ph,alquiler,$,Belgrano,Belgrano,0,2023/01/07,/ph-en-alquiler-en-belgrano-3-ambientes--12436964
120000,60,3,Capital Federal,ph,alquiler,$,Boedo,Boedo,0,2023/01/07,/ph-en-alquiler-en-boedo-3-ambientes--12466961
80000,55,3,Capital Federal,ph,alquiler,$,Urquiza,Villa Urquiza,0,2023/01/07,/ph-en-alquiler-en-villa-urquiza-2-ambientes--12466879
100000,60,3,Capital Federal,ph,alquiler,$,Boedo,Boedo,0,2023/01/07,/ph-en-alquiler-en-boedo-3-ambientes--11040723
140000,53,3,Capital Federal,ph,alquiler,$,Urquiza,Villa Urquiza,0,2023/01/07,/ph-en-alquiler-en-villa-urquiza-3-ambientes--12440511
95000,72,3,Capital Federal,ph,alquiler,$,Boca,Boca,0,2023/01/07,/ph-en-alquiler-en-boca-3-ambientes--12457638
120000,125,3,Capital Federal,ph,alquiler,$,Flores,Flores Sur,0,2023/01/07,/ph-en-alquiler-en-flores-sur-3-ambientes--12463457
250000,73,3,Capital Federal,ph,alquiler,$,Villa Devoto,Villa Devoto,0,2023/01/07,/ph-en-alquiler-en-villa-devoto-3-ambientes--12422412
130000,73,3,Capital Federal,ph,alquiler,$,Saavedra,Saavedra,0,2023/01/07,/ph-en-alquiler-en-saavedra-3-ambientes--12463863
85000,46,2,Capital Federal,ph,alquiler,$,Villa Devoto,Villa Devoto,0,2023/01/07,/ph-en-alquiler-en-villa-devoto-2-ambientes--12453370
75000,53,2,Capital Federal,ph,alquiler,$,Saavedra,Saavedra,0,2023/01/07,/ph-en-alquiler-en-saavedra-2-ambientes--12454319
120000,55,3,Capital Federal,ph,alquiler,$,Villa Luro,Villa Luro,0,2023/01/07,/ph-en-alquiler-en-villa-luro-3-ambientes--12230839
59000,33,2,Capital Federal,ph,alquiler,$,Boca,Boca,0,2023/01/07,/ph-en-alquiler-en-boca-2-ambientes--12458634
90000,45,3,Capital Federal,ph,alquiler,$,Paternal,Paternal,0,2023/01/07,/ph-en-alquiler-en-paternal--12458084
54000,35,2,Capital Federal,ph,alquiler,$,Boca,Boca,0,2023/01/07,/ph-en-alquiler-en-boca-2-ambientes--12457935
110000,60,3,Capital Federal,ph,alquiler,$,Villa Real,Villa Real,0,2023/01/07,/ph-en-alquiler-en-villa-real-3-ambientes--12447888
100000,70,3,Capital Federal,ph,alquiler,$,Boedo,Boedo,0,2023/01/07,/ph-en-alquiler-en-boedo-3-ambientes--12456751
75000,50,2,Capital Federal,ph,alquiler,$,Boedo,Boedo,0,2023/01/07,/ph-en-alquiler-en-boedo-2-ambientes--12456188
100000,45,2,Capital Federal,ph,alquiler,$,Urquiza,Villa Urquiza,0,2023/01/07,/ph-en-alquiler-en-villa-urquiza-2-ambientes--10890206
140000,68,4,Capital Federal,ph,alquiler,$,Caballito,Caballito,0,2023/01/07,/ph-en-alquiler-en-caballito-4-ambientes--7750092
95000,45,2,Capital Federal,ph,alquiler,$,Floresta,Floresta,0,2023/01/07,/ph-en-alquiler-en-floresta-2-ambientes--6461787
130000,60,3,Capital Federal,ph,alquiler,$,Palermo,Palermo,0,2023/01/07,/ph-en-alquiler-en-palermo-3-ambientes--11050595
115000,65,3,Capital Federal,ph,alquiler,$,Villa del Parque,Villa del Parque,0,2023/01/07,/ph-en-alquiler-en-villa-del-parque-3-ambientes--12412317
140000,67,3,Capital Federal,ph,alquiler,$,Floresta,Monte Castro,0,2023/01/07,/ph-en-alquiler-en-monte-castro-3-ambientes--12369528
85000,48,2,Capital Federal,ph,alquiler,$,Velez Sarsfield,Velez Sarsfield,0,2023/01/07,/ph-en-alquiler-en-velez-sarsfield-2-ambientes--7794300
160000,120,1,Capital Federal,ph,alquiler,$,Flores,Flores,0,2023/01/07,/ph-en-alquiler-en-flores-5-ambientes--12447255
250000,115,4,Capital Federal,ph,alquiler,$,Belgrano,Belgrano,0,2023/01/07,/ph-en-alquiler-en-belgrano-4-ambientes--12443034
150000,96,3,Capital Federal,ph,alquiler,$,Paternal,Paternal,0,2023/01/07,/ph-en-alquiler-en-paternal-4-ambientes--12440882
120000,64,3,Capital Federal,ph,alquiler,$,Almagro,Almagro,0,2023/01/07,/ph-en-alquiler-en-almagro-3-ambientes--12440656
80000,25,1,Capital Federal,ph,alquiler,$,Parque Chacabuco,Parque Chacabuco,0,2023/01/07,/ph-en-alquiler-en-parque-chacabuco-1-ambiente--11010441
199000,98,4,Capital Federal,ph,alquiler,$,Liniers,Liniers,0,2023/01/07,/ph-en-alquiler-en-liniers-4-ambientes--12350440
199000,98,4,Capital Federal,ph,alquiler,$,Velez Sarsfield,Velez Sarsfield,0,2023/01/07,/ph-en-alquiler-en-velez-sarsfield-4-ambientes--12350445
73000,30,2,Capital Federal,ph,alquiler,$,Villa del Parque,Villa del Parque,0,2023/01/07,/ph-en-alquiler-en-villa-del-parque-2-ambientes--12182036
87000,50,2,Capital Federal,ph,alquiler,$,Villa del Parque,Villa del Parque,0,2023/01/07,/ph-en-alquiler-en-villa-del-parque-2-ambientes--9611510
115000,70,3,Capital Federal,ph,alquiler,$,Floresta,Parque Avellaneda,0,2023/01/07,/ph-en-alquiler-en-parque-avellaneda-3-ambientes--11325518
160000,60,2,Capital Federal,ph,alquiler,$,Villa del Parque,Villa del Parque,0,2023/01/07,/ph-en-alquiler-en-villa-del-parque-2-ambientes--12429598
160000,60,2,Capital Federal,ph,alquiler,$,Villa Devoto,Villa Devoto,0,2023/01/07,/ph-en-alquiler-en-villa-devoto-2-ambientes--12429600
150000,63,3,Capital Federal,ph,alquiler,$,Villa del Parque,Villa del Parque,0,2023/01/07,/ph-en-alquiler-en-villa-del-parque-3-ambientes--12386874
90000,60,2,Capital Federal,ph,alquiler,$,Boedo,Boedo,0,2023/01/07,/ph-en-alquiler-en-boedo-2-ambientes--12354123
160000,96,3,Capital Federal,ph,alquiler,$,Caballito,Caballito,0,2023/01/07,/ph-en-alquiler-en-caballito-5-ambientes--12229491
150000,65,3,Capital Federal,ph,alquiler,$,Monte Castro,Monte Castro, Argentina,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1300998046-alquiler-ph-3-amb-patio-terraza-monte-castro-_JM
93000,48,3,Capital Federal,ph,alquiler,$,Caballito,Caballito, Argentina,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1302998983-ph-2-amb-y-medio-sin-expensas-ni-abl-caballito-_JM
199000,98,4,Capital Federal,ph,alquiler,$,Villa Luro,Villa Luro,Manzoni Al 200,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1283540310-alquiler-ph-4-ambientes-cochera-terraza-con-parrilla-bajas-expensas-villa-luro-_JM
110000,70,3,Capital Federal,ph,alquiler,$,Boedo,Boedo, Argentina,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1285495238-ph-semipiso-3-amb-contrafrente-como-nuevo-ascensorpara-exigentes-apto-profesional-espectacular-_JM
148000,50,2,Capital Federal,ph,alquiler,$,Belgrano,Belgrano R,Plaza Al 1800,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1284846667-alquiler-temporario-ph-2-ambientes-belgrano-r-_JM
199900,65,3,Capital Federal,ph,alquiler,$,Chacarita,Chacarita,Giribone  Sn,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1292120256-ph-3-ambientes-amueblado-con-patio-y-sum-2-banos-completos-_JM
75000,48,2,Capital Federal,ph,alquiler,$,Floresta,Floresta, Argentina,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1300580875-departamento-2-ambientes-tipo-ph-muy-bajas-expensas-_JM
85000,60,4,Capital Federal,ph,alquiler,$,Liniers,Liniers,Larrazabal  1500,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1300998974-ph-4-ambientes-con-terraza-_JM
90000,40,2,Capital Federal,ph,alquiler,$,Urquiza,Villa Urquiza,Av Triunvirato  5600 3°,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1299575637-2-amb-lateral-con-balcon-_JM
165000,80,4,Capital Federal,ph,alquiler,$,Santa Rita,Santa Rita,Doctor Luis Beláustegui 2800,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1298862282-ph-en-alquiler-de-3-dormitorios-en-santa-rita-_JM
95000,72,3,Capital Federal,ph,alquiler,$,Boca,La Boca, Juan M.,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1299091186-departamento-3-ambientes-con-balcon-en-la-boca-_JM
95000,60,3,Capital Federal,ph,alquiler,$,Villa Lugano,Villa Lugano, Argentina,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1299603356-alq-ph-3amb-quincho-fondo-unanue-6200-loiacono-propiedades-_JM
70000,35,1,Capital Federal,ph,alquiler,$,Parque Patricios,Parque Patricios,Dr. Enrique Finochietto 1724,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1299603173-ph-en-alquiler-de-1-dormitorio-en-parque-patricios-_JM
105000,90,3,Capital Federal,ph,alquiler,$,Liniers,Liniers,Cosquín 1100,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1301680032-alquiler-liniers-cosquin-1100-ph-3-ambientes-_JM
90000,35,2,Capital Federal,ph,alquiler,$,Villa Devoto,Villa Devoto,Simbron   4300,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1299520316-ph-2-ambientes-en-villa-devoto-_JM
54000,35,2,Capital Federal,ph,alquiler,$,Boca,La Boca, Cnel.,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1299417911-ph-en-alquiler-en-boca-_JM
63000,24,1,Capital Federal,ph,alquiler,$,Belgrano,Belgrano,Olazabal Al 1600. Entre Montañeses Y Arribeños,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1299457171-ph-en-alquiler-en-belgrano-_JM
59000,33,2,Capital Federal,ph,alquiler,$,Boca,La Boca,Aristobulo Del Valle Al 300. Entre Necochea Y Av Almirante Brown,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1299168745-ph-en-alquiler-en-boca-_JM
75000,45,3,Capital Federal,ph,alquiler,$,Villa Lugano,Villa Lugano, Argentina,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1301256836-ph-3-amb-en-alquiler-disponible-en-10-dias-_JM
80000,48,3,Capital Federal,ph,alquiler,$,Mataderos,Mataderos,Av Coronel Cardenas Al 2100. Entre Tapalque Y Jose Enrique Rodo,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1299419614-ph-3amb-en-mataderos-planta-baja-minimas-expensas-_JM
110000,52,3,Capital Federal,ph,alquiler,$,Urquiza,Villa Urquiza,Quesada  5000 1°,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1291700246-2-amb-escritorio-o-2-dorm-cfte-con-terraza-sin-expensas-_JM
95000,37,2,Capital Federal,ph,alquiler,$,Floresta,Floresta,Gomez De Fonseca Al 400,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1240749394-ph-a-estrenar-con-jardin-sin-expensas-_JM
70000,55,3,Capital Federal,ph,alquiler,$,Floresta,Floresta, Argentina,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1287631570-ph-3-amb-disponible-en-20-dias-_JM
95000,48,3,Capital Federal,ph,alquiler,$,Palermo,Palermo,Vidt  1700 1°,2023/01/07,https://inmueble.mercadolibre.com.ar/MLA-1290406696-departamento-tipo-casa-de-2-ambientes-y-medio-en-palermo-_JM
